district,team,total points,average points,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
NE,2064,467,51.888888888888886,32,36,0,19,37,57,49,132,113.0,105,,,,,
NE,69,583,58.3,32,77,0,27,149,37,52,59,54,96,,,,,
NE,8544,153,51.0,32,111,10,,,,,,,,,,,,
NE,9216,32,32.0,32,,,,,,,,,,,,,,
NE,5494,235,33.57142857142857,31,56,,0,25,44,,20,59,,,,,,
NE,6161,261,32.625,31,26,0,16,76,27,20,65,,,,,,,
NE,1965,230,23.0,30,23,0,0,20,52,33,17,31,24,,,,,
NE,6346,141,20.142857142857142,29,20,0,11,16,27,38,,,,,,,,
NE,4572,278,30.88888888888889,29,38,,28,48,32,33,25,24,21,,,,,
NE,4761,701,70.1,28,32,0,14,132,39,138,139,82,97,,,,,
NE,558,1492,149.2,28,121,0,36,222,152,231,227,191,284,,,,,
NE,4176,430,43.0,28,10,0,0,40,92,135,67,30,28,,,,,
NE,181,505,50.5,27,31,0,12,113,56,89,100,34,43,,,,,
NE,6367,210,35.0,27,19,,0,59,58,47,,,,,,,,
NE,97,288,28.8,27,21,0,18,34,36,44,17,42,49,,,,,
NE,3323,235,23.5,27,30,0,0,28,33,10,36,12,59,,,,,
NE,1991,551,55.1,27,75,0,28,50,30,120,47,63,111,,,,,
NE,6333,147,21.0,26,38,0,11,15,23,34,,,,,,,,
NE,1512,264,26.4,25,41,0,6,16,34,15,77,40,10,,,,,
NE,2079,272,27.2,25,23,0,27,20,36,19,42,56,24,,,,,
NE,1474,368,36.8,24,81,0,0,124,30,17,26,52,14,,,,,
NE,3597,269,29.88888888888889,24,,0,25,57,52,15,14,36,46,,,,,
NE,9056,24,24.0,24,,,,,,,,,,,,,,
NE,1307,181,20.11111111111111,23,15,0,8,44,18,41,18,54.0,14,,,,,
NE,6762,134,19.142857142857142,23,9,0,0,36,35,31,,,,,,,,
NE,2084,524,52.4,22,34,0,0,43,46,156,84,58,81,,,,,
NE,3623,453,45.3,22,19,0,8,31,131,140,22,41,39,,,,,
NE,1027,321,35.666666666666664,22,142,,13,29,15,38,11,37,14,,,,,
NE,4628,127,18.142857142857142,21,17,,8,,,12,18,14,37,,,,,
NE,5491,172,19.11111111111111,21,8,0,9,17,14,22,40,41,,,,,,
NE,1350,250,25.0,20,19,0,8,31,15,37,36,27,57,,,,,
NE,5265,169,18.77777777777778,20,13,0,7,14,37,12,11,74.0,55,,,,,
NE,5142,208,20.8,20,30,0,0,20,42,23,10,23,40,,,,,
NE,7822,124,31.0,20,21,,47,36,,,,,,,,,,
NE,7127,352,70.4,20,53,,0,131,148,,,,,,,,,
NE,3958,519,51.9,20,49,0,44,105,49,99,46,55,52,,,,,
NE,173,383,42.55555555555556,19,26,0,13,126,39,104,46,130.0,10,,,,,
NE,6723,199,28.428571428571427,19,31,0,38,60,21,30,,,,,,,,
NE,5902,204,25.5,19,18,0,10,55,27,27,48,,,,,,,
NE,3451,279,27.9,18,49,0,0,39,20,17,31,54,51,,,,,
NE,2712,92,18.4,18,33,0,0,41,,,,,,,,,,
NE,1831,367,36.7,18,30,0,12,18,19,57,119,62,32,,,,,
NE,5347,193,21.444444444444443,17,31,0,30,,26,21,16,24,28,,,,,
NE,4169,340,34.0,17,25,0,11,51,39,117,30,31,19,,,,,
NE,7907,94,18.8,17,39,0,5,33,,,,,,,,,,
NE,3566,363,36.3,17,38,0,86,39,20,33,21,62,47,,,,,
NE,4034,174,21.75,16,11,,0,26,23,35,,16,47,,,,,
NE,151,236,23.6,15,51,0,30,41,13,14,41,20,11,,,,,
NE,6895,100,16.666666666666668,15,32,0,0,24,29,,,,,,,,,
NE,3634,164,16.4,15,10,0,0,17,15,37,20,24,26,,,,,
NE,7314,123,20.5,15,19,0,28,26,35,,,,,,,,,
NE,6690,255,36.42857142857143,15,78,0,12,30,25,95,,,,,,,,
NE,6731,226,32.285714285714285,14,41,0,36,13,47,75,,,,,,,,
NE,5856,270,38.57142857142857,14,37,,13,32,98,36,40,,,,,,,
NE,1124,467,51.888888888888886,14,21,,4,11,6,48,156,157,50,,,,,
NE,6620,176,25.142857142857142,13,30,0,12,21,43,57,,,,,,,,
NE,4987,150,15.0,13,11,0,12,24,17,21,9,19,24,,,,,
NE,3719,504,50.4,12,32,0,6,55,52,229,40,45,33,,,,,
NE,7760,98,24.5,11,22,,44,21,,,,,,,,,,
NE,2523,249,31.125,10,0,0,0,108,36,80,15,54.0,,,,,,
NE,1761,211,21.1,9,22,0,0,39,11,43,22,14,51,,,,,
NE,8619,15,7.5,5,,10,,,,,,,,,,,,
NE,8883,22,11.0,5,17,,,,,,,,,,,,,
NE,7795,73,18.25,5,,0,5,63,,,,,,,,,,
NE,121,357,35.7,0,45,0,31,43,65,65,33,31,44,,,,,
NE,1289,227,25.22222222222222,0,0,,0,21,94,49,23,26,14,,,,,
NE,1517,353,39.22222222222222,0,,0,39,34,52,51,26,57,94,,,,,
NE,1519,1292,161.5,0,,0,34,211,220,285,317,365.0,225,,,,,
NE,1786,198,28.285714285714285,0,,,24,19,12,48,53,63.0,42,,,,,
NE,213,347,43.375,0,0,,0,49,54,124,62,95.0,58,,,,,
NE,23,128,25.6,0,0,,12,57,59,,,,,,,,,
NE,2785,110,12.222222222222221,0,5,,0,16,14,9,29,25,12,,,,,
NE,2836,458,57.25,0,,,24,54,103,27,44,167,39,,,,,
NE,3104,97,13.857142857142858,0,,,11,,10,15,23,17,21,,,,,
NE,3525,325,36.111111111111114,0,,0,5,21,26,21,26,61,165,,,,,
NE,3555,361,45.125,0,,,32,167,99,14,8,17,24,,,,,
NE,3930,466,58.25,0,,,0,23,67,40,78,112,146,,,,,
NE,4055,577,72.125,0,,,10,40,38,57,107,102,223,,,,,
NE,4097,205,22.77777777777778,0,32,,0,30,32,36,36,19,20,,,,,
NE,4151,295,36.875,0,,,4,47,27,122,57,26,12,,,,,
NE,4420,8,2.6666666666666665,0,,0,8,,,,,,,,,,,
NE,4557,541,67.625,0,,,48,59,180,52,110,62,30,,,,,
NE,4796,150,16.666666666666668,0,0,,0,55,21,16,16,23,19,,,,,
NE,4929,232,29.0,0,,,19,71,27,13,45,31,26,,,,,
NE,4958,205,22.77777777777778,0,,0,0,44,22,17,10,25,87,,,,,
NE,5556,229,25.444444444444443,0,0,0,0,32,32,84,48,33,,,,,,
NE,5633,140,17.5,0,,0,5,16,23,17,55,24,,,,,,
NE,5752,199,24.875,0,17,,0,41,18,47,42,34,,,,,,
NE,5846,703,87.875,0,200,0,14,57,185,116,131,,,,,,,
NE,6172,126,18.0,0,,0,0,34,44,19,29,,,,,,,
NE,6224,163,23.285714285714285,0,,0,0,31,67,29,36,,,,,,,
NE,6301,89,17.8,0,,,6,37,23,23,,,,,,,,
NE,6337,190,31.666666666666668,0,,0,0,37,26,127,,,,,,,,
NE,6529,103,17.166666666666668,0,16,,10,14,17,46,,,,,,,,
NE,6691,211,35.166666666666664,0,,0,21,105,38,47,,,,,,,,
NE,6811,86,21.5,0,,,21,40,25,,,,,,,,,
NE,7126,57,11.4,0,,0,4,21,32,,,,,,,,,
NE,7133,75,18.75,0,,,11,36,28,,,,,,,,,
NE,7164,45,11.25,0,,,7,5,33,,,,,,,,,
NE,7266,64,16.0,0,,,0,27,37,,,,,,,,,
NE,7416,140,46.666666666666664,0,,,12,128,,,,,,,,,,
NE,7438,125,31.25,0,,0,5,120,,,,,,,,,,
NE,7462,74,14.8,0,12,0,5,57,,,,,,,,,,
NE,8421,19,9.5,0,,,19,,,,,,,,,,,
ONT,2056,1819,259.85714285714283,389,310,0,10,370,390,350,,,,,,,,
ONT,2200,1380,230.0,352,210,,72,301,234,211,,,,,,,,
ONT,4678,1262,180.28571428571428,339,264,0,0,230,217,212,,,,,,,,
ONT,4946,1118,159.71428571428572,303,145,0,51,219,204,196,,,,,,,,
ONT,4476,1187,169.57142857142858,303,193,0,77,245,220,149,,,,,,,,
ONT,3683,1348,192.57142857142858,300,239,0,76,357,180,196,,,,,,,,
ONT,4907,904,129.14285714285714,296,227,0,33,222,29,97,,,,,,,,
ONT,4039,1283,183.28571428571428,284,227,0,78,189,241,264,,,,,,,,
ONT,1325,1379,197.0,283,177,0,72,306,390,151,,,,,,,,
ONT,9098,238,238.0,238,,,,,,,,,,,,,,
ONT,1114,1556,222.28571428571428,237,304,0,65,395,305,250,,,,,,,,
ONT,2609,859,122.71428571428571,230,186,0,94,36,165,148,,,,,,,,
ONT,7558,445,111.25,226,0,,49,170,,,,,,,,,,
ONT,4992,482,68.85714285714286,221,0,0,0,127,113,21,,,,,,,,
ONT,4069,668,95.42857142857143,219,133,0,0,154,130,32,,,,,,,,
ONT,1305,1095,156.42857142857142,216,156,0,30,284,267,142,,,,,,,,
ONT,3161,433,61.857142857142854,210,77,0,19,21,86,20,,,,,,,,
ONT,5409,667,111.16666666666667,210,245,,36,91,48,37,,,,,,,,
ONT,5024,798,114.0,208,92,0,66,174,39,219,,,,,,,,
ONT,1241,1345,192.14285714285714,208,171,0,45,363,340,218,,,,,,,,
ONT,4903,722,103.14285714285714,206,90,0,33,183,170,40,,,,,,,,
ONT,610,1308,186.85714285714286,204,203,0,46,220,279,356,,,,,,,,
ONT,6978,466,77.66666666666667,201,73,0,24,54,114,,,,,,,,,
ONT,5406,1273,181.85714285714286,194,231,0,0,311,344,193,,,,,,,,
ONT,8729,283,141.5,191,92,,,,,,,,,,,,,
ONT,4920,443,110.75,186,,,,130,50,77,,,,,,,,
ONT,2702,589,98.16666666666667,185,0,,0,190,163,51,,,,,,,,
ONT,1310,625,89.28571428571429,179,0,0,0,233,158,55,,,,,,,,
ONT,4976,1097,182.83333333333334,172,182,,50,183,230,280,,,,,,,,
ONT,4152,687,114.5,156,202,,34,156,46,93,,,,,,,,
ONT,1360,889,127.0,154,99,0,40,184,292,120,,,,,,,,
ONT,781,480,68.57142857142857,153,121,0,43,47,33,83,,,,,,,,
ONT,3739,386,64.33333333333333,152,38,,10,86,71,29,,,,,,,,
ONT,2013,549,78.42857142857143,148,107,0,0,43,204,47,,,,,,,,
ONT,8081,195,65.0,147,5,,43,,,,,,,,,,,
ONT,7480,541,108.2,144,238,0,40,119,,,,,,,,,,
ONT,4688,528,75.42857142857143,138,0,0,0,175,160,55,,,,,,,,
ONT,5870,219,54.75,137,,,,38,10,34,,,,,,,,
ONT,4917,1033,172.16666666666666,137,136,,0,218,346,196,,,,,,,,
ONT,7712,191,38.2,137,0,0,5,49,,,,,,,,,,
ONT,2706,683,97.57142857142857,131,103,0,0,110,224,115,,,,,,,,
ONT,4343,615,87.85714285714286,130,109,0,32,109,118,117,,,,,,,,
ONT,772,798,114.0,128,96,0,10,165,221,178,,,,,,,,
ONT,1334,390,55.714285714285715,123,55,0,10,40,118,44,,,,,,,,
ONT,865,859,122.71428571428571,115,123,0,78,165,227,151,,,,,,,,
ONT,1285,662,110.33333333333333,113,0,,46,192,115,196,,,,,,,,
ONT,5885,563,93.83333333333333,110,0,,29,168,118,138,,,,,,,,
ONT,7690,164,41.0,103,,0,11,50,,,,,,,,,,
ONT,2708,432,72.0,103,0,,0,34,238,57,,,,,,,,
ONT,1374,319,45.57142857142857,101,73,0,45,46,32,22,,,,,,,,
ONT,8884,170,85.0,101,69,,,,,,,,,,,,,
ONT,5596,380,63.333333333333336,99,,0,0,31,159,91,,,,,,,,
ONT,8764,204,102.0,97,107,,,,,,,,,,,,,
ONT,5719,351,70.2,97,0,,,127,38,89,,,,,,,,
ONT,5031,311,51.833333333333336,97,90,,10,35,48,31,,,,,,,,
ONT,2634,339,56.5,95,0,,0,104,93,47,,,,,,,,
ONT,5834,392,65.33333333333333,94,0,,48,117,96,37,,,,,,,,
ONT,6864,301,60.2,93,72,,19,26,91,,,,,,,,,
ONT,6854,238,47.6,92,0,,0,37,109,,,,,,,,,
ONT,2386,728,104.0,92,135,0,23,174,115,189,,,,,,,,
ONT,6865,227,37.833333333333336,92,68,0,9,23,35,,,,,,,,,
ONT,9062,92,92.0,92,,,,,,,,,,,,,,
ONT,7757,309,61.8,88,78,0,15,128,,,,,,,,,,
ONT,4951,262,52.4,85,53,,,33,38,53,,,,,,,,
ONT,7136,188,37.6,85,0,,0,87,16,,,,,,,,,
ONT,2852,469,67.0,83,0,0,19,182,142,43,,,,,,,,
ONT,7659,187,37.4,81,54,0,5,47,,,,,,,,,,
ONT,6140,326,54.333333333333336,80,,0,23,122,63,38,,,,,,,,
ONT,7022,261,65.25,79,,,0,138,44,,,,,,,,,
ONT,771,468,66.85714285714286,79,58,0,10,222,73,26,,,,,,,,
ONT,4308,316,52.666666666666664,77,,0,21,36,163,19,,,,,,,,
ONT,6378,519,103.8,74,,,0,123,157,165,,,,,,,,
ONT,7722,191,63.666666666666664,71,,,5,115,,,,,,,,,,
ONT,5036,634,105.66666666666667,71,105,,11,95,172,180,,,,,,,,
ONT,9263,68,68.0,68,,,,,,,,,,,,,,
ONT,6987,263,65.75,65,,,10,100,88,,,,,,,,,
ONT,5032,400,57.142857142857146,65,141,0,30,32,35,97,,,,,,,,
ONT,7476,168,33.6,62,0,0,5,101,,,,,,,,,,
ONT,8089,217,72.33333333333333,60,102,,55,,,,,,,,,,,
ONT,8349,80,20.0,60,5,5,10,,,,,,,,,,,
ONT,6514,149,21.285714285714285,57,0,0,4,17,35,36,,,,,,,,
ONT,5912,133,26.6,43,,0,0,24,,66,,,,,,,,
ONT,8731,100,50.0,42,58,,,,,,,,,,,,,
ONT,7509,99,19.8,40,0,0,5,54,,,,,,,,,,
ONT,9113,39,39.0,39,,,,,,,,,,,,,,
ONT,188,767,109.57142857142857,38,0,0,73,296,181,179,,,,,,,,
ONT,4617,135,27.0,38,67,0,0,30,,,,,,,,,,
ONT,9127,38,38.0,38,,,,,,,,,,,,,,
ONT,6110,323,53.833333333333336,37,0,,19,50,106,111,,,,,,,,
ONT,6070,297,49.5,37,0,,0,68,121,71,,,,,,,,
ONT,3756,115,23.0,37,,,0,32,25,21,,,,,,,,
ONT,6141,266,38.0,36,0,0,8,93,76,53,,,,,,,,
ONT,7058,195,65.0,36,,,,58,101,,,,,,,,,
ONT,6397,204,34.0,36,63,,0,20,43,42,,,,,,,,
ONT,7603,143,35.75,35,0,,34,74,,,,,,,,,,
ONT,8789,113,56.5,35,78,,,,,,,,,,,,,
ONT,5672,285,40.714285714285715,35,29,0,21,120,47,33,,,,,,,,
ONT,2935,260,52.0,34,,,9,87,38,92,,,,,,,,
ONT,7200,205,41.0,34,0,,22,46,103,,,,,,,,,
ONT,7475,99,19.8,33,0,0,34,32,,,,,,,,,,
ONT,3543,180,25.714285714285715,33,49,0,0,22,36,40,,,,,,,,
ONT,6875,342,57.0,32,40,0,11,26,233,,,,,,,,,
ONT,6859,201,40.2,32,42,,36,42,49,,,,,,,,,
ONT,4940,144,28.8,31,,,0,39,33,41,,,,,,,,
ONT,8850,90,45.0,31,59,,,,,,,,,,,,,
ONT,6992,125,25.0,30,0,,0,47,48,,,,,,,,,
ONT,8765,109,54.5,30,79,,,,,,,,,,,,,
ONT,6977,114,28.5,27,,,18,28,41,,,,,,,,,
ONT,2198,230,46.0,27,79,,23,72,,29,,,,,,,,
ONT,7520,149,29.8,26,49,0,5,69,,,,,,,,,,
ONT,7623,141,35.25,25,37,,28,51,,,,,,,,,,
ONT,1246,211,35.166666666666664,23,13,,0,33,111,31,,,,,,,,
ONT,7902,171,42.75,22,107,,18,24,,,,,,,,,,
ONT,9262,22,22.0,22,,,,,,,,,,,,,,
ONT,6135,349,49.857142857142854,21,88,0,26,105,73,36,,,,,,,,
ONT,8574,149,49.666666666666664,21,118,10,,,,,,,,,,,,
ONT,5408,119,23.8,20,,,7,44,13,35,,,,,,,,
ONT,6866,106,17.666666666666668,20,0,0,0,51,35,,,,,,,,,
ONT,6975,95,31.666666666666668,18,,,,43,34,,,,,,,,,
ONT,3560,196,39.2,16,65,,22,,35,58,,,,,,,,
ONT,6725,196,39.2,10,,,0,39,40,107,,,,,,,,
ONT,4015,198,33.0,7,66,,51,35,13,26,,,,,,,,
ONT,8505,15,7.5,5,,10,,,,,,,,,,,,
ONT,8510,15,7.5,5,,10,,,,,,,,,,,,
ONT,8536,15,7.5,5,,10,,,,,,,,,,,,
ONT,8542,15,7.5,5,,10,,,,,,,,,,,,
ONT,8543,15,7.5,5,,10,,,,,,,,,,,,
ONT,8559,15,7.5,5,,10,,,,,,,,,,,,
ONT,8735,49,24.5,5,44,,,,,,,,,,,,,
ONT,8867,36,18.0,5,31,,,,,,,,,,,,,
ONT,6162,97,13.857142857142858,5,25,0,0,36,17,14,,,,,,,,
ONT,1075,277,39.57142857142857,0,0,0,0,111,38,128,,,,,,,,
ONT,2994,335,47.857142857142854,0,15,0,31,185,46,58,,,,,,,,
ONT,3571,76,12.666666666666666,0,,0,6,18,30,22,,,,,,,,
ONT,4252,135,19.285714285714285,0,37,0,0,46,22,30,,,,,,,,
ONT,4519,246,49.2,0,,,60,129,29,28,,,,,,,,
ONT,4525,580,116.0,0,,,48,209,157,166,,,,,,,,
ONT,4595,114,22.8,0,,,0,31,31,52,,,,,,,,
ONT,4618,360,60.0,0,0,,4,92,208,56,,,,,,,,
ONT,4783,194,32.333333333333336,0,,0,0,158,17,19,,,,,,,,
ONT,4814,562,112.4,0,,,10,167,179,206,,,,,,,,
ONT,4902,47,9.4,0,,,0,11,15,21,,,,,,,,
ONT,4914,233,33.285714285714285,0,0,0,0,98,79,56,,,,,,,,
ONT,4932,222,44.4,0,,,0,157,25,40,,,,,,,,
ONT,4936,299,59.8,0,,,13,119,114,53,,,,,,,,
ONT,4938,83,16.6,0,,,0,35,17,31,,,,,,,,
ONT,4939,684,136.8,0,,0,,185,209,290,,,,,,,,
ONT,4968,169,33.8,0,,,0,30,87,52,,,,,,,,
ONT,5039,201,40.2,0,,,0,49,114,38,,,,,,,,
ONT,5288,95,15.833333333333334,0,,0,0,41,14,40,,,,,,,,
ONT,5426,297,59.4,0,,,0,27,159,111,,,,,,,,
ONT,5483,184,30.666666666666668,0,0,,0,109,27,48,,,,,,,,
ONT,5689,107,15.285714285714286,0,0,0,0,33,22,52,,,,,,,,
ONT,5821,63,12.6,0,,,0,16,17,30,,,,,,,,
ONT,5911,106,17.666666666666668,0,0,,0,22,38,46,,,,,,,,
ONT,6009,363,72.6,0,,,26,29,134,174,,,,,,,,
ONT,6323,231,38.5,0,37,,24,31,48,91,,,,,,,,
ONT,6331,252,42.0,0,13,,0,31,107,101,,,,,,,,
ONT,6336,353,58.833333333333336,0,,0,31,122,72,128,,,,,,,,
ONT,6342,171,34.2,0,,,0,35,35,101,,,,,,,,
ONT,6461,252,50.4,0,,,0,126,18,108,,,,,,,,
ONT,6481,221,44.2,0,,,25,35,27,134,,,,,,,,
ONT,6513,178,35.6,0,,,19,24,42,93,,,,,,,,
ONT,6537,84,21.0,0,,,,13,41,30,,,,,,,,
ONT,6544,241,40.166666666666664,0,,0,38,40,94,69,,,,,,,,
ONT,6632,202,50.5,0,,,,44,105,53,,,,,,,,
ONT,6856,129,32.25,0,,,0,17,112,,,,,,,,,
ONT,6867,302,60.4,0,0,,34,178,90,,,,,,,,,
ONT,6878,241,60.25,0,,,18,107,116,,,,,,,,,
ONT,6881,95,23.75,0,,,0,47,48,,,,,,,,,
ONT,6917,105,26.25,0,,,0,17,88,,,,,,,,,
ONT,7052,47,11.75,0,,,0,16,31,,,,,,,,,
ONT,7267,169,42.25,0,,,0,45,124,,,,,,,,,
ONT,7456,68,13.6,0,0,0,23,45,,,,,,,,,,
ONT,746,188,31.333333333333332,0,0,,25,97,36,30,,,,,,,,
ONT,7564,52,17.333333333333332,0,,,19,33,,,,,,,,,,
ONT,7614,84,28.0,0,,,36,48,,,,,,,,,,
ONT,7664,142,47.333333333333336,0,,,23,119,,,,,,,,,,
ONT,7710,35,11.666666666666666,0,,,5,30,,,,,,,,,,
ONT,7721,44,14.666666666666666,0,,,14,30,,,,,,,,,,
ONT,7723,32,10.666666666666666,0,,,5,27,,,,,,,,,,
ONT,7735,91,22.75,0,0,,22,69,,,,,,,,,,
ONT,7800,98,24.5,0,,0,17,81,,,,,,,,,,
ONT,8052,10,5.0,0,,,10,,,,,,,,,,,
ONT,8072,33,11.0,0,,5,28,,,,,,,,,,,
ONT,8073,15,5.0,0,,5,10,,,,,,,,,,,
ONT,8113,10,5.0,0,,,10,,,,,,,,,,,
ONT,8120,10,5.0,0,,,10,,,,,,,,,,,
ONT,8258,10,5.0,0,,,10,,,,,,,,,,,
ONT,8296,10,5.0,0,,,10,,,,,,,,,,,
ONT,8320,15,5.0,0,,5,10,,,,,,,,,,,
ONT,8384,10,5.0,0,,,10,,,,,,,,,,,
ONT,8403,10,5.0,0,,,10,,,,,,,,,,,
ONT,849,0,0.0,0,,,,,,,,,,,,,,
ONT,854,255,36.42857142857143,0,0,0,20,129,17,89,,,,,,,,
ONT,907,311,51.833333333333336,0,0,,23,130,112,46,,,,,,,,
ONT,914,74,18.5,0,74,0,0,,,,,,,,,,,
ONT,919,45,7.5,0,0,,0,13,18,14,,,,,,,,
PCH,6919,1007,167.83333333333334,286,294,0,76,213,138,,,,,,,,,
PCH,2974,1854,231.75,275,312,0,63,359,221,297,327,,,,,,,
PCH,281,268,268.0,268,,,,,,,,,,,,,,
PCH,1102,896,179.2,262,,0,58,267,309,,,,,,,,,
PCH,1771,1308,163.5,260,365,0,66,254,117,103,143,,,,,,,
PCH,1683,961,120.125,259,169,0,19,197,123,132,62,,,,,,,
PCH,4451,257,257.0,257,,,,,,,,,,,,,,
PCH,343,256,256.0,256,,,,,,,,,,,,,,
PCH,1746,1541,192.625,238,197,0,56,262,205,303,280,,,,,,,
PCH,8736,466,233.0,237,229,,,,,,,,,,,,,
PCH,1414,1033,129.125,222,247,0,17,208,210,111,18,,,,,,,
PCH,6829,866,144.33333333333334,215,233,0,35,206,177,,,,,,,,,
PCH,1261,1134,162.0,214,289,,46,143,100,39,303,,,,,,,
PCH,3489,201,201.0,201,,,,,,,,,,,,,,
PCH,4509,503,71.85714285714286,200,186,0,29,37,43,8,,,,,,,,
PCH,6340,827,118.14285714285714,198,198,0,0,109,101,221,,,,,,,,
PCH,4189,931,116.375,198,94,0,52,43,247,177,120,,,,,,,
PCH,342,192,192.0,192,,,,,,,,,,,,,,
PCH,4188,1500,187.5,190,301,0,72,185,220,287,245,,,,,,,
PCH,9293,177,177.0,177,,,,,,,,,,,,,,
PCH,4112,695,86.875,174,35,0,0,115,78,193,100,,,,,,,
PCH,7451,462,92.4,149,126,0,48,139,,,,,,,,,,
PCH,9260,144,144.0,144,,,,,,,,,,,,,,
PCH,5109,648,81.0,139,46,0,38,247,105,39,34,,,,,,,
PCH,8575,139,139.0,139,,,,,,,,,,,,,,
PCH,3490,138,138.0,138,,,,,,,,,,,,,,
PCH,2815,137,137.0,137,,,,,,,,,,,,,,
PCH,8866,254,127.0,132,122,,,,,,,,,,,,,
PCH,6341,489,69.85714285714286,132,127,0,7,83,102,38,,,,,,,,
PCH,832,1037,129.625,122,154,0,25,258,212,185,81,,,,,,,
PCH,4533,118,118.0,118,,,,,,,,,,,,,,
PCH,1758,116,116.0,116,,,,,,,,,,,,,,
PCH,7538,215,43.0,115,42,0,34,24,,,,,,,,,,
PCH,1287,109,109.0,109,,,,,,,,,,,,,,
PCH,4516,535,66.875,104,35,0,22,20,43,141,170,,,,,,,
PCH,6712,394,56.285714285714285,104,67,0,26,22,133,42,,,,,,,,
PCH,5900,582,72.75,101,73,0,26,100,86,90,106,,,,,,,
PCH,3815,341,42.625,94,31,0,26,20,77,81,12,,,,,,,
PCH,6023,401,50.125,94,42,0,0,40,33,141,51,,,,,,,
PCH,2415,1047,130.875,91,42,0,0,203,212,216,283,,,,,,,
PCH,4701,435,54.375,90,115,0,32,83,17,28,70,,,,,,,
PCH,6366,87,87.0,87,,,,,,,,,,,,,,
PCH,8080,285,71.25,86,172,5,22,,,,,,,,,,,
PCH,8865,138,69.0,84,54,,,,,,,,,,,,,
PCH,5293,444,55.5,83,36,0,15,64,37,172,37,,,,,,,
PCH,3635,786,98.25,83,140,0,0,187,118,190,68,,,,,,,
PCH,3344,338,42.25,83,93,0,26,43,43,23,27,,,,,,,
PCH,1311,875,109.375,77,80,0,31,192,226,122,147,,,,,,,
PCH,8137,77,77.0,77,,,,,,,,,,,,,,
PCH,1051,73,73.0,73,,,,,,,,,,,,,,
PCH,8815,110,55.0,60,50,,,,,,,,,,,,,
PCH,8577,100,33.333333333333336,59,31,10,,,,,,,,,,,,
PCH,1319,59,59.0,59,,,,,,,,,,,,,,
PCH,9086,56,56.0,56,,,,,,,,,,,,,,
PCH,4026,947,118.375,56,47,0,38,226,188,135,257,,,,,,,
PCH,9315,56,56.0,56,,,,,,,,,,,,,,
PCH,6925,255,42.5,54,75,0,0,35,91,,,,,,,,,
PCH,6961,53,53.0,53,,,,,,,,,,,,,,
PCH,1795,254,36.285714285714285,53,35,,15,61,43,29,18,,,,,,,
PCH,6944,95,31.666666666666668,52,,,,13,30,,,,,,,,,
PCH,7470,276,55.2,52,112,0,29,83,,,,,,,,,,
PCH,6887,266,44.333333333333336,52,29,0,14,65,106,,,,,,,,,
PCH,8100,110,27.5,52,43,5,10,,,,,,,,,,,
PCH,1648,1080,135.0,52,153,0,31,137,308,202,197,,,,,,,
PCH,3329,600,75.0,51,36,0,42,99,82,111,179,,,,,,,
PCH,5828,271,33.875,50,38,0,0,9,9,81,84,,,,,,,
PCH,4240,246,35.142857142857146,50,,0,0,32,77,17,70,,,,,,,
PCH,6705,845,120.71428571428571,49,200,0,27,90,252,227,,,,,,,,
PCH,4730,218,27.25,47,0,0,0,39,43,73,16,,,,,,,
PCH,4073,47,47.0,47,,,,,,,,,,,,,,
PCH,3091,317,39.625,45,28,0,0,15,16,121,92,,,,,,,
PCH,5219,172,24.571428571428573,42,11,,16,18,37,27,21,,,,,,,
PCH,7085,42,42.0,42,,,,,,,,,,,,,,
PCH,9057,42,42.0,42,,,,,,,,,,,,,,
PCH,5130,40,40.0,40,,,,,,,,,,,,,,
PCH,4748,39,39.0,39,,,,,,,,,,,,,,
PCH,1293,37,37.0,37,,,,,,,,,,,,,,
PCH,5651,238,29.75,37,15,0,34,62,16,12,62,,,,,,,
PCH,8849,171,85.5,35,136,,,,,,,,,,,,,
PCH,7514,224,56.0,34,,0,13,177,,,,,,,,,,
PCH,5848,182,22.75,34,0,0,0,7,80,19,42,,,,,,,
PCH,1539,32,32.0,32,,,,,,,,,,,,,,
PCH,1002,702,87.75,31,38,0,0,108,188,243,94,,,,,,,
PCH,6167,30,30.0,30,,,,,,,,,,,,,,
PCH,6910,225,37.5,30,118,0,11,41,25,,,,,,,,,
PCH,4823,30,30.0,30,,,,,,,,,,,,,,
PCH,3976,28,28.0,28,,,,,,,,,,,,,,
PCH,8761,48,24.0,26,22,,,,,,,,,,,,,
PCH,4459,428,61.142857142857146,26,20,,22,83,183,83,11,,,,,,,
PCH,7676,65,13.0,19,5,0,5,36,,,,,,,,,,
PCH,7104,179,29.833333333333332,18,47,0,45,32,37,,,,,,,,,
PCH,9011,10,10.0,10,,,,,,,,,,,,,,
PCH,6905,115,19.166666666666668,8,21,0,27,15,44,,,,,,,,,
PCH,8579,15,7.5,5,,10,,,,,,,,,,,,
PCH,8872,15,7.5,5,10,,,,,,,,,,,,,
PCH,1398,0,0.0,0,,,,,,,,,,,,,,
PCH,1553,0,0.0,0,,,,,,,,,,,,,,
PCH,2187,0,0.0,0,,,,,,,,,,,,,,
PCH,283,0,0.0,0,,,,,,,,,,,,,,
PCH,3318,40,13.333333333333334,0,,,,,,22,18,,,,,,,
PCH,3581,521,65.125,0,33,0,28,120,150,68,122,,,,,,,
